id,name,original_name,subtitle,category,equipment,equipment_detected,exercise_type,exercise_family,base_exercise_name,primaryMuscle,secondaryMuscles,muscleGroups,hasVideo,is_compound,difficulty_level,supersetable,duration_based,hypertrophy_rating,strength_rating,fat_loss_rating,endurance_rating,general_fitness_rating,optimal_rep_range_min,optimal_rep_range_max,recommended_sets,rest_seconds,fatigability,muscles_worked_count,priority_build_muscle,priority_get_lean,priority_home,priority_gym,complementary_families,is_equipment_primary
adb1a7b2-8184-4169-baa3-da8e2f68108f,Downward Dog Hip Circle (Bodyweight),Downward Dog Hip Circle,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,stretch,yoga_pose,Yoga Pose,Full Body,,Full Body,True,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,70,88,95,65,,False
adb2c67a-53fb-4cf6-9ff1-a4863bc4003f,Thread the Needle Pose (Bodyweight),Thread The Needle Pose,Stretching - Bodyweight,Stretching,Bodyweight,bodyweight,stretch,yoga_pose,Yoga Pose,,,,True,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,70,88,95,65,,False
adc7ca39-a317-482c-9510-c3a79493d9e8,Seated Shoulder Shrug (Bodyweight),Seated Shoulder Shrug,Back - Bodyweight,Back,Bodyweight,bodyweight,strength,shrug,Shrug,Upper Traps,Upper Back,Upper Traps; Upper Back,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"upright_row, deadlift, bent_over_row",False
add4c5d3-509d-4dba-838c-04d6eb55d456,Wide Glute Bridge (Bodyweight),Wide Glute Bridge,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,glute_bridge,Glute Bridge,Glutes,Hamstrings; Core,Glutes; Hamstrings; Core,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"hip_thrust, romanian_deadlift, leg_curl",False
add6a910-747a-4582-81a0-80cac3217237,Pin Bench Press Conventional Grip (Barbell),Pin Bench Press Conventional Grip (Barbell),Chest - Barbell,Chest,Barbell,barbell,strength,bench_press,Bench Press,Mid Chest,Front Delts; Triceps,Mid Chest; Front Delts; Triceps,False,True,intermediate,True,False,10,10,7,5,8,5,10,4,120,7,4,95,80,65,95,"incline_bench_press, fly, tricep_pushdown, dip",True
adda8cea-5eea-4465-8d65-6d43c4b938c8,Pulldown (Cable),Pulldown (Cable),Back - Cable,Back,Cable,cable,strength,lat_pulldown,Lat Pulldown,Lats,Biceps; Upper Back,Lats; Biceps; Upper Back,False,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,85,88,30,92,"pull_up, bent_over_row, bicep_curl, face_pull",True
adf3932b-4b31-484a-8810-6afcf130b0c9,Leg to Side (Bodyweight),Leg To Side,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,leg_isolation,Leg Isolation,Quads,Glutes,Quads; Glutes,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"squat, leg_press",False
ae334324-52e8-4589-9293-793bc5281bd3,Rear Lunge (Barbell),Rear Lunge (Barbell),Legs - Barbell,Legs,Barbell,barbell,strength,lunge,Lunge,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,False,True,intermediate,True,False,9,9,8,5,9,6,12,4,90,7,4,95,80,65,95,"split_squat, step_up, squat, leg_press",False
ae478662-c9eb-4d4b-9ffd-75160d628e50,Slight Squat Front Raise (Bodyweight),Slight Squat Front Raise,Shoulders - Bodyweight,Shoulders,Bodyweight,bodyweight,strength,front_raise,Front Raise,Front Delts,Upper Chest,Front Delts; Upper Chest,True,False,intermediate,False,False,10,10,8,6,9,10,15,3,60,4,2,70,88,95,65,"shoulder_press, lateral_raise, incline_bench_press",False
ae63a880-b339-447c-b218-7e30f8c9d772,Standing Contralateral Chest Press (Cable),Standing Contralateral Chest Press (Cable),Chest - Cable,Chest,Cable,cable,strength,chest_press,Chest Press,Mid Chest,Front Delts; Triceps,Mid Chest; Front Delts; Triceps,False,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,85,88,30,92,"bench_press, fly, tricep_pushdown",False
ae76abab-e074-45ad-a1ec-4b1b8ef2e492,Standing Balance Side to Front Leg Raise (Bodyweight),Standing Balance Side To Front Leg Raise,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,leg_raise,Leg Raise,Lower Abs,Hip Flexors; Abs,Lower Abs; Hip Flexors; Abs,True,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"crunch, plank, reverse_crunch",False
ae7e1251-d1d7-488b-bb14-c5a7742c977c,Torso Twist in Plank on Elbows Position (Bodyweight),Torso Twist In Plank On Elbows Position,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,plank,Plank,Core,Abs; Lower Back,Core; Abs; Lower Back,False,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,70,88,95,65,"crunch, leg_raise, russian_twist",True
ae7eae2c-9cc8-4711-b30c-88e6cc5928c0,Duck and Side Punch (Bodyweight),Duck And Side Punch,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,punch,Punch,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
aea88516-fe17-4637-820c-c9633a021275,Bent Over Neutral Grip Kickback with Rope Attachment (Cable),Bent Over Neutral Grip Kickback With Rope Attachment (Cable),Back - Cable,Back,Cable,cable,strength,glute_kickback,Glute Kickback,Middle Back,Lats,Middle Back; Lats,False,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"bent_over_row, lat_pulldown",False
aeb45ef3-45e3-40ab-ada1-719d49551bcd,Sleeping Swan Yoga Pose (Bodyweight),Sleeping Swan Yoga Pose,Stretching - Bodyweight,Stretching,Bodyweight,bodyweight,stretch,yoga_pose,Yoga Pose,,,,True,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,70,88,95,65,,False
aebbf3ad-f1f5-489b-a3b2-3d7f8510f6bf,Lean Back Tap Ankle Tap (Bodyweight),Lean Back Tap Ankle Tap,Back - Bodyweight,Back,Bodyweight,bodyweight,strength,tap,Tap,Middle Back,Lats,Middle Back; Lats,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"bent_over_row, lat_pulldown",False
aed50eff-0164-4455-aad3-0cd108f4f76e,Incline Plyo Push Up (Bodyweight),Incline Plyo Push Up,Chest - Bodyweight,Chest,Bodyweight,bodyweight,plyometrics,incline_push_up,Incline Push Up,Upper Chest,,Upper Chest,True,True,intermediate,True,False,4,5,9,8,9,8,15,3,60,8,5,70,88,95,65,"bench_press, fly, dip, tricep_extension",False
aee59d22-50a2-4c29-afb5-09191b3ac94a,3/4 Sit Up (Bodyweight),3/4 Sit Up,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,crunch,Crunch,Upper Abs,Abs; Core,Upper Abs; Abs; Core,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"leg_raise, plank, russian_twist",True
aee954e3-b322-4e6f-ab12-17c0b66c673a,Vertical Leg Press (Machine),Lever Vertical Leg Press,Legs - Machine,Legs,Machine,machine,strength,leg_press,Leg Press,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,False,True,beginner,True,False,8,8,7,5,8,6,12,4,90,7,4,80,75,20,88,"squat, leg_extension, leg_curl, hack_squat",True
aee9f092-525b-44fd-b8ee-0b7a9f461d65,Sit Up to Press (Dumbbell),Sit Up To Press (Dumbbell),Core - Dumbbell,Core,Dumbbell,dumbbell,strength,crunch,Crunch,Upper Abs,Abs; Core,Upper Abs; Abs; Core,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,92,90,92,90,"leg_raise, plank, russian_twist",False
aeeb9cfa-4ae2-49bd-af78-0c96726c2048,Standing Military Press (Bodyweight),Standing Military Press (Bodyweight),Shoulders - Bodyweight,Shoulders,Bodyweight,bodyweight,strength,shoulder_press,Shoulder Press,Front Delts,Side Delts; Triceps,Front Delts; Side Delts; Triceps,False,True,beginner,True,False,8,8,7,7,8,6,12,4,90,7,4,70,88,95,65,"lateral_raise, front_raise, tricep_extension",False
aef38acf-7752-4a5a-9d87-b8498ad837cd,Tate Press (Dumbbell),Tate Press (Dumbbell),Chest - Dumbbell,Chest,Dumbbell,dumbbell,strength,press,Press,Mid Chest,,Mid Chest,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,92,90,92,90,"bench_press, shoulder_press",False
af18176e-861f-4a72-8a93-49268ac78c31,Seated Deep Neck Stretch (Bodyweight),Seated Deep Neck Stretch,Stretching - Bodyweight,Stretching,Bodyweight,bodyweight,stretch,neck_stretch,Neck Stretch,,,,True,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,70,88,95,65,,False
af18df9f-f972-47cf-a29b-4cd9e1451f83,Knee Touch Crunch (Bodyweight),Knee Touch Crunch,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,crunch,Crunch,Upper Abs,Abs; Core,Upper Abs; Abs; Core,True,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,70,88,95,65,"leg_raise, plank, russian_twist",True
af1d2c74-7e61-47b4-8b0d-92e77f6ad153,Russian Twist Legs Side Waves (Bodyweight),Russian Twist Legs Side Waves,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,russian_twist,Russian Twist,Obliques,Abs; Core,Obliques; Abs; Core,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"oblique_crunch, woodchop, side_plank",False
af480ffd-4651-4937-9208-97922a2ad2b7,Standing Y Raise (Cable),Standing Y Raise (Cable),Shoulders - Cable,Shoulders,Cable,cable,strength,raise,Raise,Side Delts,Front Delts,Side Delts; Front Delts,False,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"lateral_raise, front_raise",False
af4a0939-6129-47cb-963c-e0d9fe723528,Neutral Grip Bench Press (Kettlebell),Neutral Grip Bench Press (Kettlebell),Chest - Kettlebell,Chest,Kettlebell,kettlebell,strength,bench_press,Bench Press,Mid Chest,Front Delts; Triceps,Mid Chest; Front Delts; Triceps,False,True,intermediate,True,False,10,10,7,5,8,5,10,4,120,7,4,75,85,85,78,"incline_bench_press, fly, tricep_pushdown, dip",False
af4d3b7c-3f53-49f7-9893-4c316fb58643,Roll Posterior Shoulder Lying on Floor (Bodyweight),Roll Posterior Shoulder Lying On Floor,Shoulders - Bodyweight,Shoulders,Bodyweight,bodyweight,strength,shoulder_mobility,Shoulder Mobility,Side Delts,Front Delts; Rear Delts,Side Delts; Front Delts; Rear Delts,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"shoulder_press, lateral_raise",False
af5f6ab4-6191-490a-b3b2-d30fb4a44012,Bench Press (Smith Machine),Smith Bench Press,Chest - Smith Machine,Chest,Smith Machine,smith_machine,strength,bench_press,Bench Press,Mid Chest,Front Delts; Triceps,Mid Chest; Front Delts; Triceps,True,True,intermediate,True,False,10,10,7,5,8,5,10,4,120,7,4,72,70,25,80,"incline_bench_press, fly, tricep_pushdown, dip",False
af615db9-d383-49ef-a2d0-cd08e1870ca9,Knees and Toes Point Out Squat Slide Wall (Bodyweight),Knees And Toes Point Out Squat Slide Wall,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,squat,Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,True,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,70,88,95,65,"leg_press, leg_extension, lunge, leg_curl",False
af6371a1-9078-45f1-92ee-266edca37e0f,Squat to Jumping Jack (Bodyweight),Squat To Jumping Jack,Legs - Bodyweight,Legs,Bodyweight,bodyweight,plyometrics,squat_jump,Squat Jump,Quads,,Quads,True,True,intermediate,False,False,10,10,10,8,9,8,15,3,60,8,5,70,88,95,65,"squat, lunge_jump, box_jump",False
af6b00f4-b165-4832-b295-539379750933,Elbow Lift Reverse Push Up (Bodyweight),Elbow Lift Reverse Push Up,Chest - Bodyweight,Chest,Bodyweight,bodyweight,strength,push_up,Push Up,Mid Chest,Front Delts; Triceps; Core,Mid Chest; Front Delts; Triceps; Core,True,True,intermediate,True,False,8,8,7,5,9,6,12,4,90,7,4,70,88,95,65,"bench_press, fly, dip, tricep_extension",True
af96b1e3-2a1c-4c65-aced-2a6f9725cba2,Quadruped to Down Dog (Bodyweight),Quadruped To Down Dog,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,leg_extension,Leg Extension,Quads,Glutes,Quads; Glutes,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"squat, leg_press",False
afa28396-fe78-4726-b445-7048b3139fb0,Bent Over Wide Row (Dumbbell),Bent Over Wide Row (Dumbbell),Back - Dumbbell,Back,Dumbbell,dumbbell,strength,bent_over_row,Bent Over Row,Middle Back,Lats; Rear Delts; Biceps,Middle Back; Lats; Rear Delts; Biceps,False,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,92,90,92,90,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False
afb02197-b4d5-47f0-94b9-ce464492d3ea,Kneeling Triceps Kickback (Dumbbell),Kneeling Triceps Kickback (Dumbbell),Arms - Dumbbell,Arms,Dumbbell,dumbbell,strength,tricep_kickback,Tricep Kickback,Triceps,,Triceps,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,92,90,92,90,"tricep_extension, tricep_pushdown, dip",False
afb28a8d-3a16-4d1d-bc07-252f93127c13,Decline Fly (Cable),Decline Fly (Cable),Chest - Cable,Chest,Cable,cable,strength,fly,Chest Fly,Mid Chest,Front Delts,Mid Chest; Front Delts,False,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"bench_press, incline_fly, push_up",False
afb33c65-1507-4f5e-b5e3-04cca3027764,Single Leg Deadlift Pass (Kettlebell),Single Leg Deadlift Pass (Kettlebell),Legs - Kettlebell,Legs,Kettlebell,kettlebell,strength,single_leg_deadlift,Single Leg Deadlift,Hamstrings,,Hamstrings,False,True,intermediate,False,False,10,10,7,5,9,5,10,4,120,9,6,75,85,85,78,"romanian_deadlift, bent_over_row, hip_thrust, squat",False
afd96945-33ab-4bba-849b-081e1a083f22,Close Grip Row (Band),Close Grip Row (Band),Back - Band,Back,Band,band,strength,bent_over_row,Bent Over Row,Middle Back,Lats; Rear Delts; Biceps,Middle Back; Lats; Rear Delts; Biceps,False,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,60,85,90,50,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False
afed4803-247e-4f0c-b641-9c6b0812e134,Kneeling Iliopsoas Stretch (Bodyweight),Kneeling Iliopsoas Stretch,Stretching - Bodyweight,Stretching,Bodyweight,bodyweight,stretch,flexibility,Flexibility,,,,True,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,70,88,95,65,,False
aff316da-20b3-4ecb-8d63-a02ebce47eed,Wide Stance Side Lunge Against Wall (Bodyweight),Wide Stance Side Lunge Against Wall,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,lateral_lunge,Lateral Lunge,Quads,,Quads,True,True,intermediate,True,False,8,8,8,5,9,6,12,4,90,7,4,70,88,95,65,"split_squat, step_up, squat, leg_press",False
aff7876e-8d1c-4fba-92b1-cd74d5bc7b48,Rotate and Leg Lift Crunch (Bodyweight),Rotate And Leg Lift Crunch,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,crunch,Crunch,Upper Abs,Abs; Core,Upper Abs; Abs; Core,True,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,70,88,95,65,"leg_raise, plank, russian_twist",True
b02cf799-66b1-4fc2-bf77-44cf61510c3a,Push Up (wall) II (Bodyweight),Push Up (wall) II,Chest - wall,Chest,Bodyweight,bodyweight,strength,push_up,Push Up,Mid Chest,Front Delts; Triceps; Core,Mid Chest; Front Delts; Triceps; Core,False,True,intermediate,True,False,8,8,7,5,9,6,12,4,90,7,4,70,88,95,65,"bench_press, fly, dip, tricep_extension",True
b02f2d10-1be3-480a-aa26-78128898f53d,Standing Single Arm Horizontal Triceps Extension (Cable),Standing Single Arm Horizontal Triceps Extension (Cable),Arms - Cable,Arms,Cable,cable,strength,tricep_extension,Tricep Extension,Triceps,,Triceps,False,False,advanced,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"tricep_pushdown, skull_crusher, dip, bicep_curl",False
b033ff31-f276-4dfe-8148-b372c2f1f2d1,Leg Curl (Band),Leg Curl (Resistance Band),Legs - Band,Legs,Band,band,strength,bicep_curl,Bicep Curl,Quads,Glutes,Quads; Glutes,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,6,2,60,85,90,50,"squat, leg_press",False
b0438bd5-75cc-49d2-b7e3-b4a087cef971,Lying Hip Lift (Stability Ball),Lying Hip Lift (stability Ball),Core - Stability Ball,Core,Bodyweight,bodyweight,strength,crunch,Crunch,Core,Abs,Core; Abs,False,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,70,88,95,65,"crunch, plank",False
b054b861-be6c-40b7-9559-2b7beedfd09d,Seated Leg Extension (Cable),Seated Leg Extension (Cable),Legs - Cable,Legs,Cable,cable,strength,leg_extension,Leg Extension,Quads,,Quads,False,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,6,2,85,88,30,92,"squat, leg_press, leg_curl",False
b06b39d9-9104-486c-b853-efe144c1f931,Chin to Chest Stretch (Bodyweight),Chin To Chest Stretch,Stretching - Bodyweight,Stretching,Bodyweight,bodyweight,stretch,chest_stretch,Chest Stretch,,,,True,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,70,88,95,65,,False
b073ed33-9faa-4906-b939-5a69fd3e1182,Neck Circle Stretch (Bodyweight),Neck Circle Stretch,Stretching - Bodyweight,Stretching,Bodyweight,bodyweight,stretch,neck_stretch,Neck Stretch,,,,True,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,70,88,95,65,,False
b073fea8-06b9-4a36-9b85-e15f55d5df71,Weighted Front Raise Hold (Bodyweight),Weighted Front Raise Hold,Shoulders - Bodyweight,Shoulders,Bodyweight,bodyweight,strength,front_raise,Front Raise,Front Delts,Upper Chest,Front Delts; Upper Chest,True,False,advanced,True,False,8,5,5,7,6,10,15,3,60,4,2,70,88,95,65,"shoulder_press, lateral_raise, incline_bench_press",False
b09c64b2-208f-4d02-8608-114733a82ca4,Spider Mountain Climber (Bodyweight),Spider Mountain Climber,Core - Bodyweight,Core,Bodyweight,bodyweight,plyometrics,mountain_climber,Mountain Climber,Core,Abs; Hip Flexors,Core; Abs; Hip Flexors,True,False,intermediate,True,False,4,5,10,8,7,8,15,3,60,8,5,70,88,95,65,"plank, burpee, high_knees",False
b0a17e06-245b-4f63-809f-1bdefb029734,Overhead Jack to Jumping Jack (Bodyweight),Overhead Jack To Jumping Jack,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,plyometrics,jumping_jack,Jumping Jack,Full Body,,Full Body,True,False,intermediate,True,False,4,5,10,8,7,8,15,3,60,8,5,70,88,95,65,"burpee, high_knees, squat_jump",False
b0a70c78-5f78-4b46-91b7-86e48a4a261c,Roll Ball Tensor Fasciae Latae (Bodyweight),Roll Ball Tensor Fasciae Latae,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
b0aa252f-8cc2-4ee9-b11e-151a85340ee4,Standing Torso Twist (Bodyweight),Standing Torso Twist,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,russian_twist,Russian Twist,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
b0aa83cf-30d1-4c15-8bda-2c93f93cfab0,"Lying Lifting (Barbell, On Hip)",Lying Lifting (on Hip) (Barbell),"Full Body - Barbell, On Hip",Full Body,Barbell,barbell,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,False,False,intermediate,True,False,8,6,5,6,6,10,15,3,60,4,2,95,80,65,95,,False
b0ac6b96-45c9-4675-ab34-8eb03636f95a,Glute Bridge and Double Open Up (Bodyweight),Glute Bridge And Double Open Up,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,glute_bridge,Glute Bridge,Glutes,Hamstrings; Core,Glutes; Hamstrings; Core,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"hip_thrust, romanian_deadlift, leg_curl",False
b0b110d5-5cab-468e-9a43-50de9a43f5b9,Glute Ham Developer Sit Up and Russian Twist (Bodyweight),Glute Ham Developer Sit Up And Russian Twist,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,crunch,Crunch,Upper Abs,Abs; Core,Upper Abs; Abs; Core,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"leg_raise, plank, russian_twist",True
b0b14d68-ff23-486c-a54c-f3b68279b245,Romanian Deadlift to Squat (Kettlebell),Romanian Deadlift To Squat (Kettlebell),Legs - Kettlebell,Legs,Kettlebell,kettlebell,strength,squat,Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,False,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,6,75,85,85,78,"leg_press, leg_extension, lunge, leg_curl",False
b0b67643-799b-4d8b-a81b-a2fff3a4ccde,Burpee Shuffle (Bodyweight),Burpee Shuffle,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,plyometrics,burpee,Burpee,Full Body,Core,Full Body; Core,True,True,intermediate,True,False,4,5,10,8,7,8,15,3,60,8,5,70,88,95,65,"push_up, squat_jump, mountain_climber",True
b0ba51d7-8548-4f6d-a68a-8f3c208f0f20,Floor Fly (Kettlebell),Floor Fly (Kettlebell),Chest - Kettlebell,Chest,Kettlebell,kettlebell,strength,fly,Chest Fly,Mid Chest,Front Delts,Mid Chest; Front Delts,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,75,85,85,78,"bench_press, incline_fly, push_up",False
b0bcab3b-b018-4fb3-855b-74cdc4eee999,"Lying Hip Flexion (Cable, Reverse Squat)",Lying Hip Flexion (reverse Squat) (Cable),"Legs - Cable, Reverse Squat",Legs,Cable,cable,strength,squat,Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,False,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,85,88,30,92,"leg_press, leg_extension, lunge, leg_curl",False
b0cd7359-5adb-4ac0-b878-2b65da984c50,Curl to Press (Band),Curl To Press (Band),Arms - Band,Arms,Band,band,strength,bicep_curl,Bicep Curl,Biceps,Forearms (Flexors),Biceps; Forearms (Flexors),False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,60,85,90,50,"hammer_curl, preacher_curl, tricep_extension",False
b0e3b177-80ca-4e60-9b12-b5b0a60321a8,Hands Behind Head Chest Squeeze (Bodyweight),Hands Behind Head Chest Squeeze,Chest - Bodyweight,Chest,Bodyweight,bodyweight,strength,chest_isolation,Chest Isolation,Mid Chest,Front Delts,Mid Chest; Front Delts,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"bench_press, fly",False
b0f93322-0218-417f-8e2a-f14770d3779d,Lateral to Front Raise (Dumbbell),Lateral To Front Raise (Dumbbell),Shoulders - Dumbbell,Shoulders,Dumbbell,dumbbell,strength,front_raise,Front Raise,Front Delts,Upper Chest,Front Delts; Upper Chest,False,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,92,90,92,90,"shoulder_press, lateral_raise, incline_bench_press",True
b11ce933-ecf4-42cd-9e6c-2d6f0991335d,Roll Ball Lateral Vastus (Bodyweight),Roll Ball Lateral Vastus,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
b1270ff0-7245-4398-8d0d-87aa1641a09b,Leg Climb Crunch (Bodyweight),Leg Climb Crunch,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,crunch,Crunch,Upper Abs,Abs; Core,Upper Abs; Abs; Core,True,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,70,88,95,65,"leg_raise, plank, russian_twist",True
b12ae019-889c-4d09-94d6-09c09f54df0f,Hand Swipe March (Bodyweight),Hand Swipe March,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,march,March,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
b130b5b7-e1b0-451c-98b8-ff69c03716df,Downward Dog Crunch (Bodyweight),Downward Dog Crunch,Core - Bodyweight,Core,Bodyweight,bodyweight,stretch,crunch,Crunch,Upper Abs,Abs; Core,Upper Abs; Abs; Core,True,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,70,88,95,65,"leg_raise, plank, russian_twist",True
b131a377-ce10-4104-a2b5-65b8fac32bc7,90 Degree Heel Touch Against Wall (Bodyweight),90 Degree Heel Touch Against Wall,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,wall_exercise,Wall Exercise,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
b1394a99-a671-434c-b18b-c42cca2ef0df,Hip Abduction (Suspension Trainer),Suspender Hip Abduction,Legs - Suspension Trainer,Legs,Bodyweight,bodyweight,strength,hip_abduction,Hip Abduction,Glute Med/Min,Glutes,Glute Med/Min; Glutes,False,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,70,88,95,65,"hip_adduction, glute_kickback, hip_thrust",False
b160de45-fe3b-442f-a42a-330d890a588b,Assisted Bulgarian Split Squat (Dumbbell),Assisted Bulgarian Split Squat (Dumbbell),Legs - Dumbbell,Legs,Dumbbell,dumbbell,strength,split_squat,Split Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,True,True,beginner,False,False,10,10,8,5,9,5,10,4,120,9,4,92,90,92,90,"leg_press, leg_extension, lunge, leg_curl",False
b16a283d-18db-40dd-aef0-136b676d5641,Standing One Arm Hammer Curl with Rope Attack (Cable),Standing One Arm Hammer Curl With Rope Attack  (Cable),Arms - Cable,Arms,Cable,cable,strength,hammer_curl,Hammer Curl,Biceps,Forearms (Flexors),Biceps; Forearms (Flexors),False,False,advanced,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"bicep_curl, preacher_curl, reverse_curl",False
b16ac909-8d91-4d4e-86ab-b2b710d036d1,Goblet Side Lunge Stretch (Dumbbell),Goblet Side Lunge Stretch (Dumbbell),Stretching - Dumbbell,Stretching,Dumbbell,dumbbell,stretch,lunge,Lunge,,,,False,True,beginner,True,True,2,1,8,3,9,1,1,1,30,1,2,92,90,92,90,,False
b1810944-6777-49f1-9d14-c65bc31486ef,Side Lunge Wood Chop (Bodyweight),Side Lunge Wood Chop,Legs - Bodyweight,Legs,Bodyweight,bodyweight,plyometrics,lateral_lunge,Lateral Lunge,Quads,,Quads,True,True,intermediate,True,False,4,5,9,8,9,8,15,3,60,8,5,70,88,95,65,"split_squat, step_up, squat, leg_press",False
b1cb7d76-17a8-4ea9-a28d-0b4f6381d40f,Sit Up II (Bodyweight),Sit Up II,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,crunch,Crunch,Upper Abs,Abs; Core,Upper Abs; Abs; Core,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"leg_raise, plank, russian_twist",True
